title,picture,author,synopsis,classement,language,genre,link_fanfic
Florarium,/static/images/d_60_90.jpg,Florarium,". . . I don't know how, much less when, but you boy with brown hair and dark eyes, you arrived without warning and made yourself master of my kingdom. You turned my erotics orchids into passionate carnations, my complicated gardenias into poppies, and without leaving behind my little columbines for sunflowers. How was it possible to reverse my entire garden? . . .",Rated: K+ , English , Romance/Drama ,/s/13676092/1/Florarium
Off the Deep End,/static/images/d_60_90.jpg,VivaJayne,"Li Syaoran has always been good at anything and everything he sets his mind to, so trying out for the school swim team should be easy, right? Sakura x Syaoran. Just a cute scene of Syaoran trying to pretend he doesn't have a crush. (Written in collaboration with friends)",Rated: K , English , Romance ,/s/13674891/1/Off-the-Deep-End
TORN,/static/images/d_60_90.jpg,millayui,"It was summer the first time I met her, she's like an angel came down from heaven, the way she smiled and laughed it's like eternity to my heart, I asked myself why I felt this way? anyway I shrugged it off, I'm too old for that.",Rated: K+ , English , Romance/Humor ,/s/10564668/1/TORN
The Masked Vampire,/static/images/d_60_90.jpg,animechick132,"""W-will it hurt?"" she stuttered, lying on her back, staring up into the mesmerizing amber eyes. ""Of course not...It will be more pleasurable than anything else,"" he whispered against her neck. Sakura was just an innocent girl with morals, looking for her missing family, so how did she find herself wrapped up in a world full of vampires who wanted to take over the world?",Rated: T , English , Romance/Supernatural ,/s/12538283/1/The-Masked-Vampire
Worth the Wait,/static/images/d_60_90.jpg,nausicaa304,"Sakura, Syaoran, Tomoyo, Rika, Chiharu, Yamazaki, and Naoko have finally graduated from high school. What will the future bring for the romance that has been held in secret since grade school? Will the couple still have a place in their hearts for each other after all this time?",Rated: K+ , English , Romance/Hurt/Comfort ,/s/7069241/1/Worth-the-Wait
The possesion,/static/images/d_60_90.jpg,Millie333,"A few months after the void card incident, Sakura and co decided to meet up to celebrate Christmas together. But, then... *It's my first CCS fanfic, check out my reviews(I write them instead of the author note etc) and comment on them.",Rated: K+ , English , Angst/Hurt/Comfort ,/s/13297007/1/The-possesion
Cardcaptor Sakura and The Blue Blur,/static/images/d_60_90.jpg,Cardcaptor Sakura and The Blue Blur,"Set after The Sealed Cards. Sakura Kinomoto a mistress of the Clow card live in normal life after she changed the Void to the Hope Card. She found a golden ring in her room which it bring back some lost memories to her. The mysterious robot appear Tomoeda, searching for the gems called the Chaos Emeralds which are more powerful than Sakura, Syaoran and everything else. Base on SMBZ",Rated: K+ , English , Adventure/Friendship ,/s/13213285/1/Cardcaptor-Sakura-and-The-Blue-Blur
A Study In Clow,/static/images/d_60_90.jpg,A Study In Clow,"""Everything is inevitable"" is much different than ""Everything will be alright."" A world that believes in the inevitable leaves little room for growth. Fate and power take precedent over much in life, but one day, faith in one another might just mean something. Something so much more than the inevitable. Eriol and Tomoyo slow dance in a world that blooms as it burns.",Rated: T , English , Romance/Suspense ,/s/13636660/1/A-Study-In-Clow
Closer,/static/images/d_60_90.jpg,LiLover131,"ONESHOT. While Syaoran is away in Hong Kong taking care of the things he needs to do, Sakura struggles to deal with the pain of their separation, and only his letters are able to quell the anguish. Will the letters be enough to help her hold on? Or will they find themselves drifting even farther apart? Takes place before the Clear Card arc.",Rated: K , English , Romance/Angst ,/s/13641851/1/Closer
Sakura's Wedding,/static/images/d_60_90.jpg,Sakura's Wedding,I don't own the characters.,Rated: K , English , Chapters: 1 ,/s/13641585/1/Sakura-s-Wedding
Nothing,/static/images/d_60_90.jpg,Ellie Etendue,Sakura transforms The Nothing. Syaoran has to live with the consequences.,Rated: T , English , Drama/Angst ,/s/13637709/1/Nothing
The Spell,/static/images/d_60_90.jpg,HD is not High Definition,"""I love you, Hiiragizawa-kun,"" Tomoyo said tearfully. Eriol stared, and soon, he began to realize just what happened to the spell he had been attempting to make. Love spells, ex-girlfriends, heartbreak, a confused Sakura and an overprotective Syaoran. ExT SxS",Rated: T , English , Romance ,/s/13606281/1/The-Spell
In The Shadows,/static/images/d_60_90.jpg,maxwell.yuri,She had finally agreed to be with him. But only in the shadows. ExT One-shot.,Rated: T , English , Angst/Romance ,/s/13635506/1/In-The-Shadows
All Right In Time,/static/images/d_60_90.jpg,maxwell.yuri,"In the end, what matters is that they try to make it right.",Rated: T , English , Romance/Hurt/Comfort ,/s/13611354/1/All-Right-In-Time
This Time (we'll do it right),/static/images/d_60_90.jpg,K.R. Saks,"The Void had taken Syaoran's memories of Sakura. Ten years later, they meet again. He doesn't remember her, but she makes his heart flutter, makes his speech stutter, and makes him wonder whether she's the missing piece in his life. This is the story of their rekindled love, told in three parts.",Rated: T , English , Romance/Drama ,/s/11711670/1/This-Time-we-ll-do-it-right
Favorite Girl,/static/images/d_60_90.jpg,okabe-angel,"""You really have a gift. I'm your number 1 fan!"" Before leaving town, she said those words to him: a poor guy singing in an alley. Now he is a famous singer/song-writer whose breakthrough album had sold 100,000 copies in its first week in Japan, wishing that she'd see him again: a global superstar who has fallen in love with her...",Rated: T , English , Romance/Drama ,/s/9949638/1/Favorite-Girl
They Will Never Know,/static/images/d_60_90.jpg,maxwell.yuri,A glimpse into something they think is out of reach. ExT Vignette.,Rated: T , English , Angst ,/s/13622795/1/They-Will-Never-Know
A New Beginning,/static/images/d_60_90.jpg,MadamKabooshkwa,"Sakura anxiously waits for the person she loves most to return home from work, for she has some exciting news to share with him.",Rated: K , English , Romance/Family ,/s/12791906/1/A-New-Beginning
Fated to Love You,/static/images/d_60_90.jpg,Fated to Love You,"Sakura Kinomoto, an introvert and shy person who always gets bullied at school. She dreams of having a fair normal life like everybody would have. Syaoran Li, the school's number one heartthrob and the guy for every lady's dreams. He has everything from wealth to looks and he couldn't ask for more. One day, their paths crossed and they are shoved into each others' lives.",Rated: T , English , Romance/Hurt/Comfort ,/s/13016225/1/Fated-to-Love-You
The Way Back To You,/static/images/d_60_90.jpg,The Way Back To You,"Finally returning to Hong Kong after his mission, Li Syaoran must face the consequences of his failed mission and fight for his own happiness. Starts right after the TV series ended. My first fic. Please enjoy and leave a comment! Any criticisms or suggestions to improve are greatly appreciated. Cardcaptor Sakura and it's characters are property of CLAMP.",Rated: T , English , Drama/Romance ,/s/12645157/1/The-Way-Back-To-You
a helping hand or two,/static/images/d_60_90.jpg,amukWrites,"Syaoran was certain that nothing was as terrifying as Tomoyo's smile. It didn't matter how cute Sakura looked in her outfits, that smile only promised trouble.",Rated: K+ , English , Romance/Humor ,/s/13613994/1/a-helping-hand-or-two
Terrified,/static/images/d_60_90.jpg,maxwell.yuri,"Eriol moves back to Japan and becomes friends with Tomoyo. He was willing to be all she needed, if only she will let him try.",Rated: T , English , Romance ,/s/13584053/1/Terrified
Now We Are Free,/static/images/d_60_90.jpg,Captain Imagination,"Sakura Kinomoto witness' the death of Syaoran Li, and, with the help of her best friend Second Cousin - Tomoyo Daidouji learns to love again.",Rated: T , English , Family/Tragedy ,/s/13608854/1/Now-We-Are-Free
Dark Grace: Adam's Apple,/static/images/d_60_90.jpg,A Star Rewriter,"Grace hopped on a plane and flew to where her sister and Eriol were at. Calling in some extra help, Grace and her two oldest friends must find Sora and Eriol before Prince Adam does something terrible to them.",Rated: K , English , Adventure ,/s/13302340/1/Dark-Grace-Adam-s-Apple
Master's Secret,/static/images/d_60_90.jpg,maxwell.yuri,Nakuru sees more than she lets on. One-shot.,Rated: K+ , English , Romance/Humor ,/s/13600524/1/Master-s-Secret
Ancient History: The Cursed House,/static/images/d_60_90.jpg,Ancient History: The Cursed House,"Hope Pevense is a history fanatic. She longs to build a museum to honor Clow Reed and many others like him. But to do that, she must dig deep into the past of ancient magics. What adventure will she have along the way? Read to find out.",Rated: K+ , English , Adventure ,/s/13575778/1/Ancient-History-The-Cursed-House
The Yearn,/static/images/d_60_90.jpg,maxwell.yuri,Sakura plans an intervention for her stubborn friends using one of her new cards. But will everything work according to plan? ExT,Rated: T , English , Chapters: 1 ,/s/13584364/1/The-Yearn
These Foolish Things,/static/images/d_60_90.jpg,maxwell.yuri,Eriol had to move back to England and Tomoyo finds it much harder to let go this time as she remembers memories spent with him.,Rated: T , English , Romance ,/s/13558889/1/These-Foolish-Things
